uni_name,adventurous,alert,altruistic,angry,anxious,arrogant,assertive,awkward,calm,cautious,chaotic,charming,chatty,cheery,codependent,confident,confidential,cruel,decisive,diligent,disorganized,distant,dominant,emotional,extrovert,feminine,ferocious,fighter,flamboyant,flexible,forgiving,funny,generous,genuine,giving,good-humored,gossiping,heroic,hesitant,humble,humorless,ignorant,impatient,impulsive,independent,insecure,intellectual,introvert,juvenile,kind,knowledgeable,lazy,logical,loud,lover,masculine,mature,messy,mischievous,modest,morning lark,neat,night owl,oblivious,open-book,optimistic,orderly,pacifist,passive,patient,pessimistic,physical,playful,quiet,receiving,reserved,respectful,rigid,rude,sarcastic,secretive,self-disciplined,selfish,serious,sheltered,sorrowful,stick-in-the-mud,stingy,street-smart,submissive,touchy-feely,vengeful,villainous,well behaved
Buffy the Vampire Slayer,56.76666666666667,59.75,62.68333333333334,0.0,60.46666666666667,52.78333333333333,62.300000000000004,0.0,0.0,50.4,0.0,55.51666666666667,56.050000000000004,50.699999999999996,0.0,56.199999999999996,61.38333333333333,0.0,56.53333333333333,74.23333333333333,0.0,52.15,60.88333333333333,59.28333333333333,0.0,53.43333333333333,57.800000000000004,0.0,0.0,0.0,0.0,65.53333333333333,63.25,0.0,63.1,58.35,0.0,77.16666666666667,0.0,0.0,0.0,0.0,56.93333333333334,0.0,54.51666666666666,0.0,50.166666666666664,51.666666666666664,0.0,69.76666666666667,66.3,0.0,0.0,0.0,54.949999999999996,0.0,56.21666666666667,0.0,53.88333333333333,52.800000000000004,0.0,59.51666666666667,74.61666666666666,0.0,0.0,0.0,50.75,0.0,0.0,0.0,51.98333333333333,0.0,0.0,52.666666666666664,0.0,0.0,58.083333333333336,53.68333333333334,0.0,53.449999999999996,52.03333333333333,65.48333333333333,0.0,54.916666666666664,0.0,0.0,0.0,0.0,54.26666666666667,0.0,0.0,52.98333333333333,0.0,0.0
Calvin and Hobbes,0.0,0.0,55.779999999999994,0.0,0.0,55.019999999999996,65.64,0.0,52.720000000000006,57.0,0.0,57.379999999999995,62.760000000000005,63.32,0.0,65.7,0.0,0.0,70.06,64.26,0.0,0.0,66.96000000000001,0.0,56.18,0.0,53.08,0.0,0.0,0.0,0.0,63.1,0.0,0.0,54.08,58.160000000000004,53.14,60.2,0.0,0.0,0.0,0.0,59.519999999999996,0.0,58.1,0.0,70.48,0.0,0.0,63.24000000000001,70.46,0.0,54.44,56.3,52.14,56.1,55.339999999999996,0.0,0.0,56.92,60.56,54.92,0.0,51.7,62.339999999999996,50.8,52.879999999999995,0.0,0.0,0.0,0.0,0.0,51.46,0.0,0.0,0.0,54.44,53.34000000000001,0.0,63.17999999999999,0.0,54.98,0.0,0.0,0.0,0.0,50.18,55.98,57.64,0.0,51.48,51.98,0.0,55.660000000000004
Community,54.5,0.0,0.0,0.0,71.83,69.83,58.44,59.47,0.0,0.0,63.970000000000006,0.0,78.39,60.769999999999996,61.62,0.0,0.0,0.0,54.739999999999995,52.8,56.71,0.0,52.529999999999994,65.83,70.14,51.91,53.88,0.0,64.93,0.0,0.0,65.68,0.0,0.0,50.559999999999995,56.02,72.94,53.6,0.0,0.0,0.0,56.370000000000005,69.73,64.65,0.0,52.75,58.89,0.0,70.45,58.44,0.0,0.0,0.0,71.46000000000001,57.89,0.0,0.0,51.85,68.28999999999999,0.0,0.0,0.0,54.64,62.45,52.18,53.54,0.0,0.0,0.0,0.0,0.0,0.0,60.42,0.0,0.0,0.0,0.0,56.739999999999995,58.029999999999994,54.589999999999996,0.0,0.0,60.57000000000001,0.0,57.03,0.0,0.0,52.29,0.0,0.0,59.67999999999999,56.39,0.0,0.0
Craze Ex-Girlfriend,67.96666666666667,0.0,0.0,0.0,67.36666666666667,55.36666666666667,58.333333333333336,52.53333333333333,0.0,0.0,69.63333333333334,0.0,86.56666666666666,66.63333333333333,74.8,0.0,0.0,0.0,0.0,63.36666666666667,61.96666666666667,0.0,50.800000000000004,75.0,77.66666666666666,57.9,63.4,0.0,67.86666666666667,54.23333333333333,0.0,76.86666666666666,71.4,52.86666666666667,51.93333333333334,65.53333333333335,72.63333333333334,55.0,53.96666666666666,0.0,0.0,50.333333333333336,63.766666666666666,72.93333333333334,0.0,58.166666666666664,0.0,0.0,67.46666666666667,67.36666666666666,0.0,0.0,0.0,78.86666666666666,68.83333333333333,0.0,0.0,64.73333333333332,67.4,0.0,0.0,0.0,52.76666666666667,59.43333333333334,58.766666666666666,71.93333333333334,0.0,0.0,0.0,0.0,0.0,52.4,76.33333333333333,0.0,0.0,0.0,0.0,0.0,50.23333333333333,0.0,0.0,0.0,58.0,0.0,50.833333333333336,0.0,0.0,0.0,0.0,0.0,74.23333333333333,53.0,0.0,0.0
Criminal Minds,55.449999999999996,78.76666666666667,77.78333333333333,0.0,0.0,0.0,67.96666666666667,0.0,59.76666666666667,62.916666666666664,0.0,69.10000000000001,53.083333333333336,55.28333333333333,0.0,74.96666666666667,71.46666666666667,0.0,70.33333333333333,90.08333333333334,0.0,51.333333333333336,67.5,0.0,56.96666666666667,0.0,50.36666666666667,0.0,0.0,0.0,66.05000000000001,66.43333333333334,76.8,61.86666666666667,77.71666666666667,68.95,0.0,88.31666666666666,0.0,63.199999999999996,0.0,0.0,0.0,0.0,75.64999999999999,0.0,71.3,0.0,0.0,83.55,86.88333333333333,0.0,63.449999999999996,0.0,58.56666666666666,60.70000000000001,74.10000000000001,0.0,0.0,58.666666666666664,0.0,73.33333333333333,62.28333333333333,0.0,0.0,59.583333333333336,68.10000000000001,0.0,0.0,56.449999999999996,0.0,0.0,0.0,51.36666666666667,0.0,0.0,78.05,50.11666666666667,0.0,0.0,60.6,78.56666666666666,0.0,53.93333333333334,0.0,0.0,0.0,0.0,64.53333333333333,0.0,0.0,0.0,0.0,61.11666666666667
Desperate Housewives,0.0,56.9,0.0,0.0,60.010000000000005,52.739999999999995,61.839999999999996,0.0,0.0,0.0,55.64,65.77000000000001,56.029999999999994,50.5,0.0,55.92,50.010000000000005,0.0,61.89,72.37,0.0,0.0,61.81,56.03,62.489999999999995,62.85,59.089999999999996,50.32,0.0,0.0,0.0,56.269999999999996,54.71,0.0,54.510000000000005,50.32,0.0,56.31,0.0,0.0,0.0,0.0,62.19,58.15,57.220000000000006,0.0,0.0,0.0,50.39,58.45,57.08,0.0,0.0,54.63,0.0,0.0,0.0,0.0,57.3,52.370000000000005,53.39,53.660000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.879999999999995,50.93,0.0,0.0,0.0,0.0,54.83,56.27,0.0,54.839999999999996,65.67999999999999,58.85,54.21,52.04,0.0,0.0,52.17,0.0,55.260000000000005,0.0,50.69,53.4,0.0,0.0
Dexter,0.0,56.65,50.49,51.92,51.7,61.45,68.53,0.0,0.0,54.13,0.0,55.57000000000001,0.0,0.0,0.0,66.11,66.41,0.0,67.17,79.68,0.0,56.35,67.46000000000001,0.0,55.61,0.0,64.42,54.86,0.0,0.0,0.0,0.0,53.660000000000004,50.3,56.25,0.0,0.0,65.03,0.0,0.0,53.989999999999995,0.0,53.760000000000005,0.0,62.04,0.0,53.5,0.0,0.0,60.67999999999999,63.27,0.0,52.339999999999996,55.15,0.0,67.1,57.5,0.0,54.839999999999996,57.67999999999999,0.0,64.14,60.06,0.0,0.0,0.0,62.2,0.0,0.0,0.0,54.65,0.0,0.0,0.0,0.0,53.39,54.17,61.29,0.0,0.0,59.879999999999995,70.89,0.0,63.910000000000004,0.0,58.32000000000001,50.87,0.0,70.31,0.0,0.0,54.620000000000005,0.0,0.0
Downton Abbey,0.0,66.77333333333334,59.60666666666667,0.0,53.27333333333333,0.0,68.6,0.0,0.0,58.38,0.0,60.68666666666666,0.0,0.0,0.0,61.9,55.76,0.0,66.30666666666667,81.8,0.0,58.11333333333334,63.55333333333333,50.8,0.0,56.78,58.87333333333333,51.093333333333334,0.0,0.0,58.32,54.82,60.059999999999995,56.46,61.45333333333333,57.79333333333333,0.0,70.12,0.0,53.28666666666666,0.0,0.0,51.9,0.0,63.473333333333336,0.0,63.2,50.60666666666667,0.0,69.56,65.21333333333334,0.0,0.0,0.0,0.0,0.0,63.2,0.0,0.0,65.34,62.013333333333335,76.38000000000001,0.0,0.0,0.0,51.186666666666675,68.18,0.0,0.0,0.0,0.0,0.0,0.0,55.8,0.0,54.4,64.62666666666667,58.940000000000005,0.0,0.0,61.42666666666666,77.11999999999999,0.0,63.60666666666667,0.0,52.10666666666667,52.85333333333333,0.0,54.72,0.0,0.0,0.0,0.0,53.486666666666665
ER,56.25,71.06666666666666,69.65,0.0,0.0,0.0,62.0,0.0,53.85,51.68333333333334,0.0,56.166666666666664,0.0,0.0,0.0,69.7,66.76666666666667,0.0,66.80000000000001,81.21666666666667,0.0,0.0,60.199999999999996,0.0,51.199999999999996,0.0,52.550000000000004,0.0,0.0,54.53333333333333,64.51666666666667,61.38333333333333,69.66666666666667,58.65,65.26666666666668,62.78333333333333,0.0,76.0,0.0,54.23333333333333,0.0,0.0,50.916666666666664,0.0,69.81666666666668,0.0,61.63333333333333,0.0,0.0,71.8,81.10000000000001,0.0,50.88333333333333,50.25,51.199999999999996,54.88333333333333,65.7,0.0,0.0,63.81666666666666,0.0,61.6,63.23333333333333,0.0,0.0,55.13333333333333,60.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18333333333334,67.76666666666667,0.0,0.0,0.0,52.13333333333333,69.63333333333334,0.0,53.68333333333334,0.0,51.76666666666667,0.0,0.0,64.25,0.0,50.36666666666667,0.0,0.0,50.6
Euphoria,57.65,55.26666666666666,0.0,55.88333333333333,70.4,55.73333333333333,56.916666666666664,0.0,0.0,0.0,67.48333333333333,58.666666666666664,0.0,0.0,56.61666666666667,0.0,53.73333333333333,0.0,50.81666666666666,63.61666666666667,58.68333333333333,0.0,0.0,73.4,53.73333333333333,68.35000000000001,60.166666666666664,0.0,59.949999999999996,51.1,0.0,53.71666666666667,53.56666666666666,0.0,52.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.51666666666667,70.64999999999999,0.0,59.0,0.0,0.0,62.416666666666664,54.71666666666667,52.53333333333333,0.0,0.0,53.15,56.550000000000004,0.0,0.0,59.26666666666667,70.28333333333333,0.0,0.0,0.0,76.48333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.73333333333333,59.4,52.65,0.0,0.0,52.21666666666667,0.0,0.0,54.56666666666666,53.81666666666666,66.93333333333334,0.0,57.333333333333336,0.0,0.0,63.550000000000004,0.0,0.0,56.666666666666664,51.416666666666664,50.25,54.46666666666667,51.28333333333333,0.0
Firefly + Serenity,67.28999999999999,68.97,66.58,0.0,0.0,52.64,67.99000000000001,0.0,57.17,51.97,0.0,60.379999999999995,0.0,50.1,0.0,71.96000000000001,71.34,0.0,71.28,81.34,0.0,57.519999999999996,64.28999999999999,50.14,53.0,0.0,58.61,51.85,0.0,51.56,50.05,61.67,62.71,56.78,64.99,59.720000000000006,0.0,74.68,0.0,0.0,0.0,0.0,0.0,0.0,65.6,0.0,51.4,0.0,0.0,70.03999999999999,73.78,0.0,0.0,0.0,0.0,56.370000000000005,56.92999999999999,0.0,59.760000000000005,53.29,0.0,57.77,59.79,0.0,0.0,54.239999999999995,52.989999999999995,0.0,0.0,53.489999999999995,0.0,0.0,0.0,56.79,0.0,54.6,61.8,0.0,0.0,0.0,61.17999999999999,68.39,0.0,54.52,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0
Friends,53.0,0.0,0.0,0.0,66.91666666666666,59.06666666666667,55.5,0.0,0.0,0.0,58.333333333333336,52.35,80.98333333333333,67.85,52.083333333333336,56.650000000000006,0.0,0.0,0.0,57.76666666666667,54.833333333333336,0.0,55.083333333333336,67.41666666666666,70.76666666666667,59.38333333333333,0.0,0.0,63.31666666666667,51.6,55.68333333333333,74.15,54.76666666666667,0.0,56.800000000000004,68.35000000000001,65.76666666666667,64.80000000000001,54.9,0.0,0.0,0.0,72.43333333333334,60.31666666666666,0.0,0.0,50.76666666666667,0.0,62.75,74.23333333333333,55.56666666666666,0.0,0.0,78.06666666666666,70.26666666666667,0.0,0.0,52.31666666666666,58.31666666666667,0.0,0.0,0.0,52.21666666666667,61.56666666666666,63.733333333333334,56.4,0.0,55.23333333333333,0.0,0.0,0.0,0.0,64.55000000000001,0.0,0.0,0.0,54.23333333333333,0.0,0.0,54.28333333333333,0.0,0.0,50.666666666666664,0.0,55.53333333333333,0.0,0.0,0.0,0.0,0.0,66.45,0.0,0.0,0.0
Frozen,67.32000000000001,0.0,62.660000000000004,0.0,63.260000000000005,0.0,58.019999999999996,0.0,0.0,0.0,63.5,57.1,62.339999999999996,61.22,0.0,56.239999999999995,56.58,0.0,56.54,75.69999999999999,51.4,0.0,55.92,60.980000000000004,62.440000000000005,50.52,0.0,0.0,52.14,54.38,66.24,61.9,65.34,60.64,66.18,63.94,0.0,70.3,0.0,61.67999999999999,0.0,0.0,57.44,58.56,55.120000000000005,0.0,0.0,0.0,57.18,72.54,52.2,0.0,0.0,64.12,55.67999999999999,0.0,0.0,55.879999999999995,55.519999999999996,0.0,58.5,0.0,0.0,51.86,53.17999999999999,59.480000000000004,0.0,52.32000000000001,0.0,0.0,0.0,54.67999999999999,59.14,0.0,0.0,0.0,63.81999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.36,0.0,0.0,0.0,0.0,0.0,60.08,0.0,0.0,0.0
Futurama,58.95,0.0,0.0,0.0,63.73,63.290000000000006,57.68,56.11,0.0,0.0,63.6,0.0,72.11,51.7,50.78,59.75,0.0,0.0,58.510000000000005,0.0,54.86,0.0,50.83,54.55,64.92,0.0,55.37,0.0,65.32000000000001,53.03,0.0,60.93,0.0,0.0,0.0,57.08,67.95,52.31,0.0,0.0,0.0,0.0,70.96000000000001,61.79,0.0,0.0,54.95,0.0,62.1,55.36,50.760000000000005,50.019999999999996,0.0,72.05,61.71,53.81,0.0,59.37,61.440000000000005,0.0,0.0,0.0,59.36,56.4,56.88,0.0,0.0,0.0,0.0,0.0,53.79,0.0,59.87,0.0,57.970000000000006,0.0,0.0,0.0,57.54,60.52,0.0,0.0,61.589999999999996,0.0,0.0,0.0,0.0,61.0,52.970000000000006,0.0,55.92999999999999,52.760000000000005,0.0,0.0
Game of Thrones,59.97666666666667,67.17333333333333,0.0,55.519999999999996,0.0,61.2,69.89666666666666,0.0,54.35333333333334,51.91,0.0,60.46333333333334,0.0,0.0,0.0,67.78999999999999,62.34666666666667,0.0,71.6,79.34333333333333,0.0,58.263333333333335,68.2,0.0,51.8,0.0,68.70333333333333,60.04666666666667,51.333333333333336,0.0,0.0,0.0,50.32333333333334,51.223333333333336,51.126666666666665,0.0,0.0,60.24333333333333,0.0,0.0,54.38666666666666,0.0,0.0,0.0,61.973333333333336,0.0,54.25666666666667,0.0,0.0,53.53,64.89,0.0,51.580000000000005,0.0,0.0,57.88,60.54333333333333,0.0,62.67666666666666,0.0,0.0,55.19666666666667,59.13333333333333,0.0,0.0,0.0,51.47666666666667,0.0,0.0,50.51,53.85,0.0,0.0,53.019999999999996,0.0,58.269999999999996,51.733333333333334,57.25,0.0,0.0,66.87666666666667,72.54666666666667,51.81333333333334,67.54333333333334,0.0,67.11666666666666,0.0,0.0,66.79666666666667,0.0,0.0,65.27333333333334,0.0,0.0
Gilmore Girls,0.0,53.49333333333333,0.0,0.0,67.2,56.406666666666666,63.92666666666666,0.0,0.0,0.0,0.0,53.72,65.92,54.27333333333333,0.0,60.82000000000001,0.0,0.0,59.13333333333333,75.31333333333333,0.0,50.059999999999995,62.84666666666667,53.94666666666667,61.06666666666667,52.813333333333325,59.26,0.0,55.84,0.0,52.38666666666666,63.39333333333333,55.059999999999995,0.0,56.54,56.22666666666667,55.946666666666665,60.64,0.0,0.0,0.0,0.0,71.78,51.03333333333333,60.71333333333334,0.0,60.940000000000005,0.0,51.10666666666667,63.9,62.5,0.0,0.0,65.41333333333333,52.86666666666667,0.0,0.0,0.0,50.22,0.0,60.82,57.339999999999996,0.0,0.0,52.526666666666664,0.0,51.74,0.0,0.0,0.0,54.32666666666667,0.0,0.0,0.0,0.0,0.0,51.94666666666667,60.519999999999996,0.0,56.42666666666666,0.0,61.00666666666667,51.733333333333334,50.76,55.86666666666667,0.0,55.95333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glee,53.739999999999995,54.480000000000004,0.0,0.0,59.489999999999995,66.65,61.43,0.0,0.0,0.0,57.760000000000005,54.23,69.84,55.88,0.0,60.690000000000005,0.0,0.0,61.779999999999994,68.38,0.0,0.0,59.220000000000006,64.85,70.58,61.14,60.64,0.0,67.02,0.0,0.0,61.67,0.0,0.0,0.0,51.31,67.5,52.78,0.0,0.0,0.0,0.0,67.9,64.66,60.529999999999994,0.0,51.260000000000005,0.0,59.14,56.57000000000001,51.019999999999996,0.0,0.0,72.42,50.63,0.0,0.0,0.0,59.39,0.0,52.470000000000006,58.25,0.0,0.0,52.65,50.92999999999999,0.0,0.0,0.0,0.0,0.0,0.0,53.160000000000004,0.0,54.120000000000005,0.0,0.0,55.57000000000001,57.42,56.42999999999999,0.0,61.7,59.85,0.0,0.0,0.0,0.0,54.620000000000005,52.779999999999994,0.0,57.25,56.13000000000001,0.0,0.0
Gossip Girl,52.96666666666667,54.9,0.0,52.76666666666667,56.35,65.30000000000001,58.51666666666667,0.0,0.0,0.0,53.11666666666667,74.10000000000001,52.9,0.0,0.0,59.233333333333334,0.0,50.78333333333333,53.199999999999996,73.71666666666667,0.0,53.96666666666667,64.11666666666667,57.28333333333333,64.66666666666666,60.21666666666666,59.416666666666664,0.0,60.5,0.0,0.0,50.449999999999996,0.0,0.0,0.0,0.0,61.03333333333334,0.0,0.0,0.0,0.0,0.0,62.71666666666667,59.650000000000006,57.85,0.0,56.98333333333333,0.0,55.86666666666667,0.0,54.56666666666666,0.0,0.0,52.18333333333334,56.800000000000004,0.0,0.0,0.0,66.66666666666666,0.0,0.0,60.23333333333333,60.96666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.03333333333333,0.0,0.0,0.0,59.550000000000004,0.0,0.0,57.46666666666667,52.75,56.416666666666664,75.5,60.46666666666667,67.51666666666667,55.23333333333333,50.31666666666666,60.1,0.0,50.583333333333336,0.0,0.0,0.0,64.16666666666667,56.1,0.0
Gotham,56.510000000000005,70.99,0.0,55.11,57.35,57.22,65.84,0.0,0.0,0.0,51.510000000000005,55.39,0.0,0.0,0.0,61.35,67.46000000000001,0.0,66.69,81.4,0.0,63.33,64.53,0.0,0.0,0.0,61.57,59.36,0.0,0.0,0.0,54.510000000000005,52.62,0.0,55.0,0.0,0.0,59.65,0.0,0.0,0.0,0.0,60.79,53.23,65.38,0.0,63.730000000000004,55.48,0.0,55.95,66.97999999999999,0.0,54.17,0.0,0.0,62.36,61.379999999999995,0.0,61.1,52.96999999999999,0.0,58.470000000000006,70.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.73,0.0,0.0,54.53000000000001,0.0,56.9,53.72,57.75,0.0,54.4,73.16,66.22,50.42999999999999,58.089999999999996,0.0,69.06,0.0,0.0,64.19,0.0,0.0,62.64,0.0,0.0
Grey's Anatomy,51.17,64.98,53.120000000000005,0.0,50.589999999999996,58.71,72.63,0.0,0.0,0.0,0.0,64.03999999999999,0.0,0.0,0.0,69.68,61.57,0.0,66.95,83.5,0.0,56.42999999999999,72.35,0.0,55.85,0.0,60.28,50.839999999999996,0.0,0.0,58.08,59.1,57.57,0.0,59.8,53.15,0.0,72.43,0.0,0.0,0.0,0.0,58.519999999999996,52.82000000000001,64.76,0.0,73.33,0.0,0.0,66.67999999999999,74.75,0.0,51.3,59.11,0.0,55.129999999999995,62.33,0.0,50.980000000000004,54.410000000000004,0.0,57.32000000000001,53.21,0.0,0.0,0.0,56.96,0.0,0.0,0.0,50.85,0.0,0.0,0.0,0.0,50.53,56.47,59.54,0.0,50.81,62.17,68.44,0.0,60.910000000000004,0.0,56.32000000000001,0.0,0.0,59.69,0.0,0.0,0.0,0.0,0.0
Hamilton,0.0,64.30000000000001,52.93333333333333,50.76666666666667,56.083333333333336,51.88333333333333,71.16666666666667,0.0,0.0,53.36666666666667,0.0,71.51666666666667,55.78333333333333,0.0,0.0,68.16666666666667,57.0,0.0,67.68333333333334,80.08333333333334,0.0,55.800000000000004,71.46666666666667,0.0,67.66666666666666,0.0,62.96666666666666,55.88333333333333,0.0,0.0,0.0,57.75,53.916666666666664,54.65,54.25,0.0,0.0,61.050000000000004,0.0,0.0,0.0,0.0,0.0,0.0,65.21666666666667,0.0,75.78333333333333,0.0,0.0,59.53333333333333,70.18333333333334,0.0,53.883333333333326,65.21666666666667,0.0,52.51666666666667,61.53333333333334,0.0,0.0,50.18333333333334,55.48333333333333,68.28333333333335,0.0,0.0,0.0,57.26666666666666,63.48333333333333,0.0,0.0,50.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,57.733333333333334,64.63333333333334,0.0,0.0,53.26666666666666,74.76666666666667,0.0,63.699999999999996,0.0,57.28333333333333,53.916666666666664,0.0,54.28333333333333,0.0,0.0,55.9,0.0,50.75
Harry Potter,57.55333333333333,58.93,55.776666666666664,0.0,58.54666666666667,52.70333333333333,64.48,50.74666666666667,0.0,0.0,52.593333333333334,0.0,53.836666666666666,0.0,0.0,59.39,55.063333333333325,0.0,64.42666666666666,75.85,0.0,54.166666666666664,61.330000000000005,56.80333333333333,52.72,50.03,58.973333333333336,52.10333333333334,53.82,0.0,50.64333333333333,50.86,55.406666666666666,53.34666666666667,56.519999999999996,53.64333333333333,0.0,65.25999999999999,0.0,0.0,0.0,0.0,56.68333333333333,51.309999999999995,57.54333333333333,0.0,62.32333333333334,0.0,0.0,62.82,64.49666666666667,0.0,0.0,55.473333333333336,0.0,0.0,53.18,0.0,61.04333333333333,0.0,0.0,51.019999999999996,59.04333333333333,0.0,0.0,52.080000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.05333333333333,55.309999999999995,0.0,0.0,62.0,59.97,0.0,56.04666666666667,0.0,53.20333333333333,0.0,0.0,56.980000000000004,0.0,0.0,0.0,0.0,0.0
House,0.0,66.6,55.300000000000004,0.0,51.03333333333333,57.5,61.86666666666667,0.0,0.0,58.050000000000004,0.0,64.96666666666667,0.0,0.0,0.0,62.13333333333333,61.36666666666667,0.0,57.01666666666666,77.35,0.0,55.23333333333333,56.6,0.0,0.0,0.0,0.0,50.550000000000004,0.0,0.0,56.28333333333333,54.85,52.1,0.0,58.81666666666666,51.666666666666664,0.0,68.05,0.0,0.0,0.0,0.0,51.416666666666664,0.0,57.88333333333333,0.0,76.85,52.06666666666666,0.0,64.33333333333333,82.71666666666667,0.0,56.36666666666667,0.0,0.0,55.71666666666667,63.199999999999996,0.0,0.0,58.48333333333333,53.0,66.86666666666666,0.0,0.0,0.0,0.0,63.300000000000004,51.31666666666666,0.0,0.0,56.199999999999996,0.0,0.0,51.416666666666664,0.0,57.23333333333333,61.333333333333336,55.800000000000004,0.0,51.583333333333336,62.5,72.83333333333333,0.0,61.583333333333336,0.0,59.18333333333334,59.18333333333334,0.0,50.4,0.0,0.0,0.0,0.0,59.916666666666664
How I Met Your Mother,62.67999999999999,0.0,0.0,0.0,66.34,53.82000000000001,58.08,0.0,0.0,0.0,57.38,57.58,73.14,63.56,53.480000000000004,55.42,0.0,0.0,0.0,67.0,0.0,0.0,56.82,61.239999999999995,70.94,0.0,50.4,0.0,56.72,52.42,51.08,74.38,57.160000000000004,0.0,51.56,73.92,62.74000000000001,60.8,52.239999999999995,0.0,0.0,0.0,64.52,63.28000000000001,0.0,0.0,55.68,0.0,59.62,66.58,64.88,0.0,0.0,69.74000000000001,65.58,50.58,0.0,0.0,58.08,0.0,0.0,50.06,59.0,52.67999999999999,56.64,62.82000000000001,0.0,0.0,0.0,0.0,0.0,0.0,67.47999999999999,0.0,0.0,0.0,55.980000000000004,0.0,0.0,58.42,0.0,53.17999999999999,51.779999999999994,0.0,0.0,0.0,0.0,0.0,52.279999999999994,0.0,61.040000000000006,0.0,0.0,0.0
It's Always Sunny in Philadelphia,66.84,0.0,0.0,58.7,75.84,78.28,61.0,61.32,0.0,0.0,82.18,0.0,85.58,55.480000000000004,70.44,0.0,0.0,65.22,60.2,0.0,70.42,0.0,55.06,71.02000000000001,78.48,0.0,78.46000000000001,55.36,79.68,50.04,0.0,76.36,0.0,0.0,0.0,0.0,79.53999999999999,0.0,0.0,0.0,0.0,74.34,83.78,84.34,0.0,51.96,0.0,0.0,83.74000000000001,0.0,0.0,59.379999999999995,0.0,90.24,0.0,61.52,0.0,71.26,88.62,0.0,0.0,0.0,76.67999999999999,66.36,52.62,0.0,0.0,0.0,0.0,0.0,55.48,67.78,60.78,0.0,73.2,0.0,0.0,0.0,77.76,70.3,0.0,0.0,79.28,0.0,0.0,0.0,0.0,74.96000000000001,61.8,0.0,52.67999999999999,78.03999999999999,65.92,0.0
Killing Eve,0.0,66.1,0.0,0.0,52.96666666666667,55.416666666666664,63.38333333333333,0.0,0.0,56.76666666666667,0.0,52.550000000000004,0.0,0.0,0.0,57.06666666666666,70.23333333333333,0.0,61.23333333333333,78.43333333333334,0.0,63.25,55.68333333333334,0.0,0.0,0.0,58.833333333333336,54.36666666666667,0.0,0.0,0.0,60.15,53.083333333333336,0.0,51.366666666666674,53.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,57.4,0.0,61.21666666666667,0.0,72.33333333333333,53.46666666666667,0.0,55.63333333333333,72.96666666666667,0.0,56.6,0.0,0.0,58.81666666666666,58.550000000000004,0.0,58.550000000000004,62.01666666666667,0.0,58.13333333333333,59.6,0.0,0.0,0.0,51.9,0.0,0.0,0.0,60.31666666666666,0.0,0.0,54.6,0.0,56.949999999999996,51.53333333333333,53.38333333333333,0.0,61.65,67.36666666666666,61.88333333333333,57.949999999999996,59.93333333333334,0.0,63.6,50.01666666666667,0.0,61.48333333333333,0.0,0.0,54.85,50.416666666666664,0.0
Law & Order: SVU,0.0,81.16666666666667,73.51666666666667,0.0,0.0,0.0,80.13333333333334,0.0,65.05,60.733333333333334,0.0,65.64999999999999,0.0,0.0,0.0,81.33333333333333,81.11666666666666,0.0,79.0,86.95,0.0,69.76666666666667,77.45,0.0,51.083333333333336,0.0,63.6,63.1,0.0,0.0,54.23333333333333,57.0,66.19999999999999,51.1,72.76666666666667,51.85,0.0,83.96666666666667,0.0,55.11666666666667,0.0,0.0,51.35,0.0,79.35000000000001,0.0,63.666666666666664,0.0,0.0,74.98333333333333,81.0,0.0,63.35,52.666666666666664,0.0,71.14999999999999,78.8,0.0,0.0,72.2,0.0,68.86666666666666,62.96666666666667,0.0,0.0,0.0,67.53333333333333,0.0,0.0,0.0,58.36666666666667,0.0,0.0,0.0,0.0,63.76666666666667,66.85,60.53333333333333,0.0,0.0,64.01666666666667,78.8,0.0,74.33333333333333,0.0,61.98333333333333,50.18333333333334,0.0,80.56666666666666,0.0,0.0,0.0,0.0,57.36666666666667
